"FILENAME,SAMPLINGRATE,BIT,DURATION,CHANNELS,INDEX,FFT_W,ANTHRO_MIN,ANTHRO_MAX,BIO_MIN,BIO_MAX,LEFT_CHANNEL,RIGHT_CHANNEL,from,to"
"C:\\Users\\evan\\Desktop\\S4A04633_20180111_180000.wav,96000,16,30,2,ndsi,1024,1000,2000,2000,11000,-0.715855821195516,-0.671269142560789,720,750"
"C:\\Users\\evan\\Desktop\\S4A04633_20180111_180000.wav,96000,16,30,2,ndsi,1024,1000,2000,2000,11000,-0.76100439011802,-0.685330109237454,750,780"
"C:\\Users\\evan\\Desktop\\S4A04633_20180111_180000.wav,96000,16,30,2,ndsi,1024,1000,2000,2000,11000,-0.645820523612697,-0.633732999258646,780,810"
"C:\\Users\\evan\\Desktop\\S4A04633_20180111_180000.wav,96000,16,30,2,ndsi,1024,1000,2000,2000,11000,-0.695854256470144,-0.600869981607119,810,840"
"C:\\Users\\evan\\Desktop\\S4A04633_20180111_180000.wav,96000,16,30,2,ndsi,1024,1000,2000,2000,11000,-0.776652145182062,-0.699494896462692,840,870"
"C:\\Users\\evan\\Desktop\\S4A04633_20180111_180000.wav,96000,16,30,2,ndsi,1024,1000,2000,2000,11000,-0.793466792231585,-0.732501991674982,870,900"
"C:\\Users\\evan\\Desktop\\S4A04633_20180111_180000.wav,96000,16,30,2,ndsi,1024,1000,2000,2000,11000,-0.790317816171423,-0.731030125565558,900,930"
"C:\\Users\\evan\\Desktop\\S4A04633_20180111_180000.wav,96000,16,30,2,ndsi,1024,1000,2000,2000,11000,-0.797832865467037,-0.750349501355531,930,960"
"C:\\Users\\evan\\Desktop\\S4A04633_20180111_180000.wav,96000,16,30,2,ndsi,1024,1000,2000,2000,11000,-0.718796005757577,-0.710740786931728,960,990"
"C:\\Users\\evan\\Desktop\\S4A04633_20180111_180000.wav,96000,16,30,2,ndsi,1024,1000,2000,2000,11000,-0.740712795650828,-0.688367247625306,990,1020"
"C:\\Users\\evan\\Desktop\\S4A04633_20180111_180000.wav,96000,16,30,2,ndsi,1024,1000,2000,2000,11000,-0.703143139430041,-0.696661503248039,1020,1050"
"C:\\Users\\evan\\Desktop\\S4A04633_20180111_180000.wav,96000,16,30,2,ndsi,1024,1000,2000,2000,11000,-0.717371186280798,-0.656883909981648,1050,1080"
